name,maxplayers,minage,minplayers,minplaytime,playtime,yearpublished,category,mechanic,publisher,average,weightaverage,numberofweights,owned,position,usersrated,langdep,suggested1player,suggested2player,suggested3player,suggested4player,suggested5player,suggested6player,suggested7player,suggested8player,suggested9player,suggested10player,suggestedOver10player,suggestedPlayerAge
"Escape from the Aliens in Outer Space",8,13,2,30,45,2010,"Horror,Party Game,Science Fiction","Area Movement,Paper-and-Pencil,Partnerships,Secret Unit Deployment","Cranio Creations,Heidelberger Spieleverlag,Morapiaf,Osprey Games,Santa Ragione",6.91001,1.8406,69,2980,1028,1657,No,NotRecommended,NotRecommended,NotRecommended,Recommended,Recommended,Best,Best,Best,null,null,NotRecommended,14
"Trivial Pursuit Steal Card Game",6,16,2,20,20,2009,"Card Game,Trivia","null","Hasbro,Parker Brothers",5.55299,1.5,8,630,11381,184,Extensive,NotRecommended,NotRecommended,Recommended,Best,Recommended,Recommended,null,null,null,null,Recommended,12
"Xia: Legends of a Drift System",5,12,3,60,180,2014,"Adventure,Exploration,Fighting,Miniatures,Science Fiction,Space Exploration,Transportation","Action Point Allowance System,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver,Roll / Spin and Move,Tile Placement,Variable Player Powers","Far Off Games,Maldito Games",7.81834,3.1096,219,5303,172,3239,Moderate,NotRecommended,NotRecommended,Best,Recommended,NotRecommended,null,null,null,null,null,NotRecommended,10
"Railroad Barons",2,12,2,45,45,2010,"Card Game,Economic,Trains","Card Drafting,Stock Holding","Lookout Games",6.29459,3.0303,33,569,3983,266,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,12
"Genesis",6,10,2,60,60,2010,"Abstract Strategy,Mythology,Religious","Set Collection","Gigantoskop",5.80609,2.4091,22,326,7014,266,No,NotRecommended,Recommended,Recommended,Best,Best,NotRecommended,null,null,null,null,NotRecommended,8
"Friesematenten",4,12,2,45,45,2010,"Card Game,Economic,Humor,Industry / Manufacturing","Auction/Bidding","AMIGO Spiel + Freizeit GmbH,G3",6.31343,1.9444,36,868,3278,473,Moderate,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,12
"Summoner Wars: Guild Dwarves vs Cave Goblins",4,9,2,30,30,2009,"Card Game,Fantasy,Fighting","Dice Rolling,Grid Movement,Hand Management,Variable Player Powers","Cube Factory of Ideas,Filosofia Éditions,Galápagos Jogos,Plaid Hat Games,Raven Distribution,Uhrwerk Verlag",7.66347,2.2424,66,4664,356,2040,Some,NotRecommended,Best,NotRecommended,Recommended,null,null,null,null,null,null,NotRecommended,10
"Summoner Wars: Phoenix Elves vs Tundra Orcs",4,9,2,30,30,2009,"Card Game,Fantasy,Fighting","Dice Rolling,Grid Movement,Hand Management,Variable Player Powers","Cube Factory of Ideas,Filosofia Éditions,Galápagos Jogos,MINDOK,Plaid Hat Games,Raven Distribution,Uhrwerk Verlag",7.60803,2.2987,77,4915,362,2195,Moderate,NotRecommended,Best,NotRecommended,NotRecommended,null,null,null,null,null,null,NotRecommended,10
"Bangkok Klongs",4,10,2,60,60,2010,"Economic","Set Collection,Tile Placement","dlp games",6.30451,2.3214,28,266,3982,277,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"King's Vineyard",4,8,2,45,45,2010,"Card Game,Farming,Medieval","Hand Management,Pattern Building","Mayday Games",5.46724,1.8462,13,413,11680,152,Some,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,8
"Dive! Diver! Die!",5,12,3,45,45,2010,"Adventure,Dice,Nautical,Party Game","Dice Rolling,Press Your Luck","Black Dove Games",6.31942,1.7895,19,132,6607,103,null,null,null,null,null,null,null,null,null,null,null,null,null
"Cranium Scribblish",6,8,4,20,20,2009,"Children's Game,Dice,Party Game","Dice Rolling,Line Drawing,Voting","Cranium, Inc.,Hasbro",6.28565,1,15,669,4668,237,Extensive,NotRecommended,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,Best,6
"Funfair",6,8,3,30,30,2010,"Action / Dexterity,Bluffing,Party Game","Card Drafting,Partnerships,Set Collection","eggertspiele",5.93011,1.4074,27,311,6089,238,Moderate,NotRecommended,NotRecommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,10
"Konexi",4,10,2,0,0,2010,"Action / Dexterity,Word Game","Dice Rolling","ZimZala Games",6.28611,1.2857,7,303,5669,144,No,null,Best,Best,null,null,null,null,null,null,null,null,8
"1655: Habemus Papam",4,10,3,30,30,2010,"Card Game,Pike and Shot,Religious","Auction/Bidding,Set Collection","999 Games,DDD Verlag GmbH",6.51982,2.1622,37,584,2996,392,Some,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Leader 1: Hell of the North",10,14,2,45,45,2011,"Racing,Sports","Modular Board,Simulation","Blackrock Games,The Game Master BV,Ghenos Games,HomoLudicus",7.80739,2.6889,45,711,1649,352,No,Recommended,Recommended,Best,Best,Recommended,Recommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,12
"1955: The War of Espionage",2,13,2,15,45,2011,"Card Game,Spies/Secret Agents","Hand Management","APE Games,Living Worlds Games",6.17886,2.1515,33,784,4183,341,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,12
"303",2,10,2,15,15,2010,"Aviation / Flight,Wargame,World War II","Dice Rolling,Hex-and-Counter,Simulation","Instytut Pamici Narodowej (IPN)",6.37302,1.5,26,272,4918,189,No,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,8
"Voll in Fahrt",4,6,2,45,45,2010,"Children's Game,Racing,Trains","Dice Rolling,Roll / Spin and Move,Tile Placement","AMIGO Spiel + Freizeit GmbH,Amo Oy,Asmodee,G3,Gigamic",6.50226,1.1765,17,204,4700,155,No,NotRecommended,Best,Recommended,Best,null,null,null,null,null,null,NotRecommended,5
"Ghost Blitz",8,8,2,20,20,2010,"Action / Dexterity,Card Game,Children's Game,Real-time","Pattern Recognition","999 Games,Competo / Marektoy,Devir,Egmont Polska,FoxMind Israel,Gigamic,Giochi Uniti,Jolly Thinkers,KADABRA,Kaissa Chess & Games,Lifestyle Boardgames Ltd,Lion Rampant Imports,MINDOK,Möbius Games,Zoch Verlag",6.78437,1.1471,238,5369,811,3862,No,NotRecommended,Recommended,Recommended,Best,Best,Recommended,Recommended,Recommended,null,null,NotRecommended,5
"Pig 10",8,6,2,15,20,2010,"Card Game,Children's Game,Educational,Number","Card Drafting,Trick-taking","Gigamic,Kaissa Chess & Games,Mercurio,Möbius Games,Zoch Verlag",6.11449,1.4286,7,260,6351,138,null,NotRecommended,Recommended,Best,Best,Best,Recommended,NotRecommended,NotRecommended,null,null,NotRecommended,null
"Yin Yang",5,8,3,30,30,2010,"Card Game","Hand Management,Set Collection,Trick-taking","999 Games,Eagle-Gryphon Games,Egmont Polska,Gen-X Games,Gigamic,Helvetiq,Zoch Verlag",6.29478,1.35,20,470,3828,291,No,NotRecommended,NotRecommended,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,8
"Mansions of Madness",5,13,2,120,120,2011,"Adventure,Exploration,Fantasy,Fighting,Horror,Miniatures,Murder/Mystery,Puzzle","Area Movement,Dice Rolling,Hand Management,Modular Board,Partnerships,Pick-up and Deliver,Role Playing,Variable Player Powers","Arclight,Edge Entertainment,Fantasy Flight Games,Galakta,Heidelberger Spieleverlag,Stratelibri,Wargames Club Publishing",7.39545,3.2395,689,15443,210,10570,Extensive,NotRecommended,Recommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,14
"The Hobbit",5,8,2,30,45,2010,"Adventure,Card Game,Fantasy,Novel-based,Travel","Auction/Bidding,Dice Rolling,Hand Management,Point to Point Movement,Role Playing,Simultaneous Action Selection","999 Games,Devir,Egmont Polska,Fantasy Flight Games,Giochi Uniti,Imagination Games,KOSMOS,Martinex,Peliko,Piatnik,Sophisticated Games,Zvezda",6.06634,1.7207,111,2509,2998,1255,Moderate,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,null,NotRecommended,8
"First Train to Nuremberg",4,12,2,45,120,2010,"Trains,Transportation","Auction/Bidding,Pick-up and Deliver,Route/Network Building,Set Collection","Argentum Verlag,Z-Man Games",7.15857,3.1977,86,2002,1157,896,No,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,12
"Strike of the Eagle",4,13,2,150,150,2011,"Bluffing,Civil War,Wargame","Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven","Academy Games",7.67376,3.0947,95,1232,1151,582,Extensive,NotRecommended,Best,Recommended,Best,null,null,null,null,null,null,NotRecommended,16
"Scattergories Categories",4,12,2,0,0,2010,"Word Game","Paper-and-Pencil","Winning Moves Games (USA)",6.01961,1.3333,6,327,7692,128,null,Best,Best,Best,Best,null,null,null,null,null,null,Best,12
"Junta: Viva el Presidente!",5,10,3,45,60,2010,"Dice,Fighting,Humor,Negotiation,Political","Dice Rolling,Hand Management,Simultaneous Action Selection","Pegasus Spiele,Z-Man Games",6.48986,1.9265,68,1559,1974,1126,Moderate,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,NotRecommended,10
"Space Empires: 4X",4,12,1,180,180,2011,"Bluffing,Science Fiction,Space Exploration,Wargame","Auction/Bidding,Dice Rolling,Hex-and-Counter,Paper-and-Pencil,Secret Unit Deployment,Simulation","GMT Games",7.58701,3.3043,230,3780,417,2021,Some,Recommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,12
"Animal Upon Animal: Balancing Bridge",4,5,2,15,15,2010,"Action / Dexterity,Animals,Children's Game","null","HABA - Habermaaß GmbH",7.08472,1.12,25,581,2222,362,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,4
"Ottoman Sunset",1,13,1,30,30,2010,"Wargame,World War I","Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement","Victory Point Games",7.42101,1.9692,65,969,1660,461,Extensive,Best,null,null,null,null,null,null,null,null,null,NotRecommended,14
"Fürstenfeld",5,13,2,60,60,2010,"Economic,Farming,Medieval","Commodity Speculation,Hand Management","2F-Spiele,Arclight,Rio Grande Games",6.5603,2.4653,101,1237,1708,1097,No,NotRecommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,10
"Kissenschlacht",4,4,2,15,15,2010,"Action / Dexterity,Children's Game","null","AMIGO Spiel + Freizeit GmbH,Asmodee,Gigamic,Lautapelit.fi",6.07559,1,7,125,7299,102,No,null,Recommended,Recommended,Best,null,null,null,null,null,null,null,3
"Doggie Doo",4,4,2,20,20,2010,"Animals,Children's Game","Dice Rolling","AS Company,Goliath B.V.,Grow Jogos e Brinquedos,Ideal,Moose,Samatli",4.74375,1,18,229,13352,144,No,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,Best,3
"Sun, Sea & Sand",5,10,2,60,60,2010,"Economic,Travel","Tile Placement,Time Track,Worker Placement","Cwali",6.96272,2.6271,59,761,1667,628,No,NotRecommended,Recommended,Recommended,Best,Recommended,null,null,null,null,null,NotRecommended,10
"Felinia",4,10,2,60,60,2010,"Exploration,Medieval,Mythology,Territory Building","Area Control / Area Influence,Area Movement,Auction/Bidding,Set Collection","Matagot,Asmodee",6.55816,2.5897,39,978,2605,495,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"The Castles of Burgundy",4,12,2,30,90,2011,"Dice,Medieval,Territory Building","Dice Rolling,Set Collection,Tile Placement,Variable Phase Order","alea,Ravensburger Spieleverlag GmbH,Broadway Toys LTD,Hobby World",8.11212,3.0383,1567,34345,11,24876,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,12
"Cave Evil",4,16,2,180,180,2011,"Adventure,Ancient,Exploration,Fantasy,Fighting,Horror","Area Movement,Hand Management,Modular Board","Blast City Games,Emperors of Eternal Evil",7.93237,3.3953,43,588,1864,300,Extensive,NotRecommended,Recommended,Best,Recommended,null,null,null,null,null,null,NotRecommended,14
"We Must Tell the Emperor",1,12,1,60,60,2010,"Wargame,World War II","Action Point Allowance System,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement","Kokusai-Tsushin Co., Ltd. (),Victory Point Games",7.35,2.0238,42,439,2633,233,Moderate,Best,null,null,null,null,null,null,null,null,null,Recommended,12
"The Boss",4,10,2,40,40,2010,"Bluffing,Card Game,Deduction,Mafia","Area Control / Area Influence,Auction/Bidding","Blackrock Games,ABBA Games,Blue Orange Games,Heidelberger Spieleverlag,Jolly Thinkers,Magellan,Playhouse Ltd,Raven Distribution",6.91457,1.7805,123,1776,988,1629,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"20th Century",5,13,3,120,120,2010,"City Building,Civilization,Economic,Environmental","Auction/Bidding,Memory,Point to Point Movement,Tile Placement","Czech Games Edition,Heidelberger Spieleverlag,IELLO,MINDOK,Rio Grande Games",6.93023,2.9612,129,1934,1012,1483,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,12
"Travel Blog",6,8,2,30,30,2010,"Educational,Real-time,Travel","Point to Point Movement","Czech Games Edition,Z-Man Games",6.16822,1.5385,52,865,3262,597,No,NotRecommended,NotRecommended,Recommended,Recommended,Best,Best,null,null,null,null,NotRecommended,6
"U-Boat Leader",1,12,1,90,90,2011,"Nautical,Wargame,World War II","Card Drafting,Dice Rolling,Simulation","Dan Verssen Games (DVG)",6.93548,2.4828,29,671,3409,217,Moderate,Best,null,null,null,null,null,null,null,null,null,NotRecommended,12
"Kings of War",0,0,2,60,60,2010,"Book,Fantasy,Miniatures,Wargame","Dice Rolling,Variable Player Powers","(Web published),Mantic Games",7.74419,2.4737,19,409,2706,191,Moderate,null,null,null,null,null,null,null,null,null,null,NotRecommended,12
"Loch Ness",5,8,2,30,45,2010,"Bluffing,Deduction","null","Hans im Glück Verlags-GmbH,Rio Grande Games",5.75968,1.5185,27,583,7355,334,No,NotRecommended,Recommended,Best,Recommended,Best,null,null,null,null,null,NotRecommended,6
"Magician's Kitchen",4,5,2,20,25,2010,"Action / Dexterity,Children's Game,Fantasy","null","Drei Magier Spiele,G3,Playroom Entertainment",6.21156,1.125,16,393,4941,199,No,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,4
"The Dwarf King",5,10,3,40,40,2011,"Card Game,Fantasy","Trick-taking","Delta Vision Publishing,Devir,Galápagos Jogos,Giochi Uniti,Hobby Japan,IELLO,Smart Ltd",6.54274,1.4533,75,2044,1695,1237,Some,NotRecommended,NotRecommended,Recommended,Best,Best,null,null,null,null,null,NotRecommended,10
"Timeline: Inventions",8,8,2,15,15,2010,"Card Game,Educational,Trivia","null","Asmodee,Asterion Press,Esdevium,Galápagos Jogos,Hazgaard Editions,Kaissa Chess & Games,Lifestyle Boardgames Ltd,More Fun Co., Ltd.,REBEL.pl,REXhry",6.74905,1.1203,266,8356,787,5075,Moderate,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,Recommended,Recommended,null,null,NotRecommended,8
"Kolejka",5,12,2,60,60,2011,"Educational","Hand Management,Memory,Set Collection","HUCH! & friends,Instytut Pamici Narodowej (IPN),Trefl",6.8184,2.0336,149,2519,1092,1981,Moderate,NotRecommended,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,NotRecommended,10
"Antigua",4,9,2,35,35,2010,"Card Game,Pirates","Variable Player Powers","Adlung-Spiele",5.73894,1.75,8,268,9281,113,No,null,NotRecommended,Best,Best,null,null,null,null,null,null,null,8
"Adlung Land",4,10,2,45,45,2010,"Card Game","Hand Management,Tile Placement","Adlung-Spiele",5.87617,1.7857,14,399,7130,180,No,NotRecommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,10
"The Last Banquet",25,10,6,45,45,2012,"Bluffing,Fantasy,Humor,Medieval,Party Game","Acting,Partnerships,Role Playing,Storytelling,Variable Player Powers","Edge Entertainment,Fantasy Flight Games,GameHeads,Giochi Uniti,Heidelberger Spieleverlag",5.72559,1.8571,14,813,8294,204,Moderate,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,NotRecommended,Recommended,Best,NotRecommended,10
"La Bataille de la Moscowa (third edition)",8,16,2,1000,1000,2011,"Napoleonic,Wargame","Hex-and-Counter","Clash of Arms Games",8.6021,4.3226,31,472,3063,111,Extensive,NotRecommended,Best,NotRecommended,Best,Best,Recommended,NotRecommended,NotRecommended,null,null,NotRecommended,14
"Passing Shot",2,5,2,30,30,2010,"Dice,Sports","Dice Rolling,Simulation","(Self-Published),Impact! Miniatures",7.03678,1.2,25,173,4860,115,No,NotRecommended,Best,null,null,null,null,null,null,null,null,Recommended,8
"Panzer (second edition)",4,0,2,0,0,2012,"Wargame,World War II","Hex-and-Counter","GMT Games",7.82651,3.6415,53,1028,1973,281,Moderate,Recommended,Best,Recommended,Recommended,null,null,null,null,null,null,NotRecommended,12
"Octopus' Garden",4,10,2,45,45,2011,"Animals","Set Collection,Tile Placement","Valley Games, Inc.",6.69588,1.4706,17,338,3823,188,No,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,6
"Thunderstone: Dragonspire",5,12,1,45,45,2011,"Card Game,Fantasy","Card Drafting,Deck / Pool Building,Hand Management","Alderac Entertainment Group (AEG),Arclight,Edge Entertainment,Pegasus Spiele,Wargames Club Publishing",7.39684,2.6991,113,3966,452,2413,Moderate,Recommended,Best,Best,Recommended,NotRecommended,null,null,null,null,null,NotRecommended,10
"5 Second Rule",6,10,3,30,30,2010,"Card Game,Party Game,Racing,Real-time,Trivia","null","Användbart Litet Företag,Jumbo,Magellan,moses. Verlag GmbH,Patch Products,Trefl,UGames",5.57339,1.2121,33,1107,11371,601,Extensive,NotRecommended,NotRecommended,Best,Best,Best,Best,null,null,null,null,Recommended,8
"Barons",6,12,2,60,60,2011,"Card Game,City Building,Medieval","Hand Management,Tile Placement","Cambridge Games Factory",5.98108,2.3415,41,748,4437,461,Extensive,NotRecommended,Recommended,Best,Best,Recommended,Recommended,null,null,null,null,NotRecommended,10
"Reverse Charades",99,6,6,30,30,2010,"Party Game","Acting","Eagle-Gryphon Games,IELLO,Jolly Thinkers,RETROPlay LLC,The Toy Factory,USAopoly",6.83255,1.0625,16,804,2718,321,Extensive,NotRecommended,NotRecommended,NotRecommended,NotRecommended,null,Best,null,Best,null,Best,null,null
"Genesis: Empires and Kingdoms of the Ancient Middle East",5,12,2,450,600,2015,"Ancient,Civilization,Wargame","Campaign / Battle Card Driven,Point to Point Movement,Simulation","GMT Games",7.18701,2.9412,17,584,3377,157,Moderate,Recommended,Recommended,Recommended,Best,Best,null,null,null,null,null,null,null
"Drum Roll",4,12,2,90,90,2011,"Economic","Card Drafting,Set Collection,Voting,Worker Placement","Artipia Games,Giochix.it,Kaissa Chess & Games",7.00818,3.0616,146,2166,940,1509,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Discover India",5,8,2,30,45,2010,"Travel","Set Collection","Queen Games",5.39298,1.7778,9,135,11527,114,No,null,null,null,null,null,null,null,null,null,null,null,null
"Cornerstone Essential",4,8,2,45,45,2010,"Abstract Strategy,Action / Dexterity","Dice Rolling,Partnerships,Route/Network Building","Good Company Games,KOSMOS",6.72133,1.6667,18,248,3716,188,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,null
"Medieval Mastery",6,10,2,45,45,2011,"Medieval","Area Control / Area Influence,Dice Rolling,Hand Management,Modular Board,Variable Phase Order,Variable Player Powers","Chaos Publishing",5.91892,2,11,326,7730,148,Moderate,NotRecommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,8
"Munchkin Zombies",6,10,3,90,90,2011,"Card Game,Fighting,Humor,Zombies","Dice Rolling,Hand Management,Variable Player Powers","Black Monk,Edge Entertainment,Galápagos Jogos,Hobby World,Kaissa Chess & Games,Pegasus Spiele,Raven Distribution,Steve Jackson Games",6.35816,1.9674,92,5691,1920,2113,Moderate,NotRecommended,NotRecommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,8
"Vintage",4,10,2,60,120,2011,"Educational,Farming","Area Movement,Card Drafting,Pick-up and Deliver,Point to Point Movement","MESAboardgames,Morapiaf",6.57227,2.9048,21,297,3794,214,No,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"ScrumBrawl",4,13,2,50,50,2011,"Card Game,Dice,Fantasy,Fighting,Sports","Area Movement,Campaign / Battle Card Driven,Dice Rolling","VicTim Games, LLC",6.75454,2.2,15,233,4972,130,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Dragon Valley",4,12,2,120,120,2012,"City Building,Exploration,Fantasy,Fighting","Area Movement,Chit-Pull System,Tile Placement","Diamond K Games",6.73723,3.0952,21,363,3554,213,Moderate,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,12
"Escape of the Dead Minigame",1,7,1,15,15,2010,"Dice,Fighting,Horror,Print & Play,Zombies","Action Point Allowance System,Dice Rolling,Paper-and-Pencil,Worker Placement","(Web published),Experimental Playground",6.30504,1.1579,19,199,5798,139,Some,Best,null,null,null,null,null,null,null,null,null,Recommended,8
"Kingdom of Solomon",4,12,2,60,60,2012,"Ancient,City Building,Economic,Religious","Area Control / Area Influence,Area Enclosure,Commodity Speculation,Route/Network Building,Variable Phase Order,Worker Placement","Minion Games",6.96598,2.7586,58,834,1868,518,Some,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Prêt-à-Porter",4,10,2,90,90,2010,"Economic,Industry / Manufacturing","Card Drafting,Set Collection,Worker Placement","Portal Games",7.27365,3.627,126,1495,867,1188,No,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,14
"Take It or Leave It",5,8,2,30,30,2010,"Card Game,Dice","Dice Rolling","Gamewright,Schmidt Spiele",6.13129,1.3333,30,330,5024,217,No,NotRecommended,Recommended,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,8
"Trivial Pursuit: Master Edition",6,16,2,60,60,2010,"Party Game,Trivia","Roll / Spin and Move","Hasbro",6.20954,1.375,16,512,5045,262,Unplayable,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,Recommended,12
"1865: Sardinia",4,14,2,240,240,2011,"Economic,Trains,Transportation","Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement","Gotha Games",7.71628,3.8125,16,260,3085,145,Some,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,12
"Briefcase",4,12,2,45,60,2012,"Economic","Deck / Pool Building,Hand Management","Artipia Games",6.42616,2.5,46,1071,2772,536,No,NotRecommended,Recommended,Best,Best,null,null,null,null,null,null,NotRecommended,10
"Time's Up! Family",12,8,4,30,30,2010,"Memory,Party Game","Acting,Memory,Partnerships","Asmodee,Asterion Press,Kaissa Chess & Games,MINDOK,R&R Games,REBEL.pl,Repos Production",6.97844,1,8,609,2827,262,Unplayable,NotRecommended,NotRecommended,NotRecommended,Recommended,NotRecommended,Best,Recommended,Best,Recommended,NotRecommended,NotRecommended,8
"Stomple",6,6,2,15,15,2010,"Abstract Strategy,Children's Game","Pattern Recognition,Player Elimination","Spin Master Ltd.",6.42257,1.5,16,295,5206,148,No,NotRecommended,Recommended,Recommended,Best,Recommended,Recommended,null,null,null,null,NotRecommended,6
"Autokrator",4,12,2,90,90,2012,"Fighting,Medieval,Negotiation,Wargame","Area Control / Area Influence,Area Movement,Hand Management,Secret Unit Deployment","Diachron Games",6.455,2.4615,13,238,5780,120,No,NotRecommended,Recommended,NotRecommended,Best,null,null,null,null,null,null,NotRecommended,12
"Crappy Birthday",8,12,4,20,20,2011,"Humor,Party Game","Voting","North Star Games, LLC",5.71223,1.05,20,589,7041,386,Some,NotRecommended,NotRecommended,Recommended,Best,Best,Best,Recommended,Recommended,null,null,Recommended,10
"Astra Titanus",1,13,1,45,45,2010,"Science Fiction,Wargame","Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter","Victory Point Games",7.27947,2.0312,32,467,2917,207,Some,Best,null,null,null,null,null,null,null,null,null,NotRecommended,10
"Nightfall",5,12,2,45,45,2011,"Card Game,Fantasy,Fighting,Horror","Card Drafting,Deck / Pool Building,Hand Management,Pattern Building,Take That,Variable Player Powers","Alderac Entertainment Group (AEG),Galmadrin,IELLO,Pegasus Spiele",6.54137,2.6333,240,4702,1155,3449,Extensive,NotRecommended,Best,Recommended,Recommended,Recommended,null,null,null,null,null,NotRecommended,12
"Repello",4,8,2,30,30,2010,"Abstract Strategy","Pattern Building,Pattern Recognition","Four Esses,Mindtwister AB,Mindtwister USA,Peliko/Martinex Oy,Piatnik",6.44486,2,11,235,5492,146,No,NotRecommended,Recommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Chicken Caesar",6,12,3,90,90,2012,"Ancient,Humor,Negotiation,Political","Area Control / Area Influence,Voting","Nevermore Games",6.79275,2.7568,37,767,2305,473,No,NotRecommended,NotRecommended,Recommended,Best,Best,Recommended,null,null,null,null,NotRecommended,14
"Bullfrog Goldfield",5,16,2,120,240,2011,"Economic,Trains","Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Commodity Speculation,Partnerships,Press Your Luck,Route/Network Building,Stock Holding,Variable Phase Order","Numbskull Games",6.66196,3.5238,21,195,4641,138,null,NotRecommended,NotRecommended,Best,Best,Best,null,null,null,null,null,null,10
"Eruption",6,10,2,45,45,2011,"null","Dice Rolling,Partnerships,Tile Placement","Stratus Games",6.38661,1.9773,44,724,2871,541,Some,NotRecommended,Recommended,Best,Recommended,Recommended,NotRecommended,null,null,null,null,NotRecommended,8
"The Game of Life: Adventures Card Game",4,8,2,15,15,2010,"Card Game","Card Drafting,Storytelling","Hasbro",5.05855,1.1176,17,492,13011,152,Moderate,NotRecommended,Best,Recommended,Best,null,null,null,null,null,null,NotRecommended,10
"Battle Cry: 150th Civil War Anniversary Edition",2,12,2,45,45,2010,"American Civil War,Civil War,Wargame","Campaign / Battle Card Driven,Dice Rolling,Hand Management,Modular Board","Avalon Hill (Hasbro),Wizards of the Coast",7.64571,2.069,87,1755,829,892,Some,NotRecommended,Best,null,null,null,null,null,null,null,null,NotRecommended,10
"Roads to Moscow: Battles of Mozhaysk and Mtsensk, 1941",2,12,2,180,180,2013,"Wargame,World War II","Chit-Pull System,Dice Rolling,Hex-and-Counter","GMT Games,Kokusai-Tsushin Co., Ltd. ()",7.53301,3.3333,18,594,3957,103,null,Best,Best,null,null,null,null,null,null,null,null,NotRecommended,null
"Clue Suspect",4,8,3,15,15,2010,"Card Game,Deduction,Murder/Mystery","Memory","Hasbro,Parker Brothers,Shuffle",5.63485,1.3125,32,793,9872,295,Some,NotRecommended,NotRecommended,Recommended,Best,null,null,null,null,null,null,NotRecommended,8
"Palenque",6,10,2,60,60,2011,"Abstract Strategy,Ancient,Territory Building","Action Point Allowance System,Area Control / Area Influence,Area Enclosure,Card Drafting,Grid Movement,Hand Management","Z-Man Games",6.10542,2.2857,14,418,6995,107,No,NotRecommended,Recommended,Recommended,Recommended,Recommended,NotRecommended,null,null,null,null,NotRecommended,12
"Godzilla: Stomp!",5,14,2,30,30,2011,"Bluffing,Card Game","Simultaneous Action Selection,Trick-taking","Toy Vault, Inc.",5.63981,1.1429,14,293,9900,162,No,null,Best,Best,Best,Recommended,null,null,null,null,null,null,8
